x,y,z
4.04552,-4.63263,32.3052
3.21472,-4.72388,31.2878
2.4573,-4.75642,30.3321
1.77093,-4.749,29.435
1.15189,-4.71678,28.5925
0.595528,-4.67187,27.7999
0.0966037,-4.62373,27.0527
-0.350408,-4.57969,26.3468
-0.75112,-4.54534,25.6785
-1.11107,-4.52487,25.0446
-1.43562,-4.5214,24.4426
-1.72988,-4.53723,23.8702
-1.99864,-4.574,23.326
-2.24639,-4.63291,22.8087
-2.47727,-4.71482,22.3175
-2.69512,-4.82034,21.8519
-2.90344,-4.94995,21.4119
-3.10544,-5.10402,20.9975
-3.30409,-5.28289,20.6092
-3.50206,-5.48686,20.2477
-3.70183,-5.71623,19.914
-3.90566,-5.97129,19.6093
-4.11562,-6.25232,19.3352
-4.33361,-6.55954,19.0934
-4.56136,-6.89312,18.8861
-4.80046,-7.2531,18.7159
-5.05233,-7.63934,18.5853
-5.31825,-8.05145,18.4977
-5.59931,-8.48871,18.4564
-5.8964,-8.94996,18.4653
-6.2102,-9.43344,18.5284
-6.54114,-9.93675,18.6503
-6.88931,-10.4566,18.8352
-7.25445,-10.9888,19.088
-7.63586,-11.5279,19.413
-8.03235,-12.0672,19.8145
-8.44212,-12.5986,20.2959
-8.8627,-13.1125,20.8599
-9.29089,-13.598,21.5078
-9.72265,-14.0426,22.239
-10.1531,-14.4327,23.051
-10.5765,-14.7541,23.9381
-10.9863,-14.992,24.8918
-11.3751,-15.1327,25.9
-11.7351,-15.1632,26.9474
-12.058,-15.0735,28.0149
-12.3355,-14.8565,29.0807
-12.5596,-14.5097,30.1209
-12.7232,-14.0352,31.1106
-12.8202,-13.4409,32.0251
-12.8462,-12.7395,32.8417
-12.7984,-11.9487,33.5408
-12.6764,-11.0899,34.1072
-12.482,-10.1868,34.531
-12.219,-9.26397,34.8081
-11.8933,-8.34546,34.9398
-11.5122,-7.45317,34.9326
-11.0845,-6.60588,34.7969
-10.6197,-5.81857,34.5461
-10.1276,-5.10209,34.1955
-9.61779,-4.46324,33.7611
-9.09963,-3.90511,33.2586
-8.58157,-3.42763,32.7027
-8.07119,-3.0282,32.1069
-7.57496,-2.70238,31.4828
-7.09828,-2.44447,30.8402
-6.64545,-2.24808,30.1874
-6.21973,-2.10656,29.531
-5.82345,-2.01336,28.876
-5.45809,-1.96227,28.2266
-5.12444,-1.94758,27.5857
-4.82269,-1.96419,26.9556
-4.55258,-2.00766,26.338
-4.31345,-2.07422,25.734
-4.10439,-2.16072,25.1447
-3.92433,-2.26465,24.5705
-3.77205,-2.38403,24.0121
-3.64631,-2.51741,23.4699
-3.54586,-2.66378,22.9441
-3.4695,-2.82254,22.4352
-3.4161,-2.99344,21.9436
-3.38464,-3.17652,21.4696
-3.3742,-3.37212,21.0137
-3.38399,-3.58076,20.5766
-3.41336,-3.80319,20.1589
-3.46181,-4.04031,19.7614
-3.52896,-4.29316,19.385
-3.61459,-4.56288,19.0309
-3.71861,-4.85071,18.7004
-3.84105,-5.15794,18.3949
-3.98206,-5.48587,18.1162
-4.14191,-5.83581,17.8663
-4.32097,-6.20902,17.6476
-4.51968,-6.60665,17.4626
-4.73854,-7.0297,17.3145
-4.9781,-7.47894,17.2066
-5.23889,-7.95482,17.1428
-5.52145,-8.45736,17.1273
-5.82621,-8.98605,17.1649
-6.15349,-9.53965,17.2607
-6.50344,-10.1161,17.4203
-6.87593,-10.7122,17.6494
-7.27047,-11.3235,17.9541
-7.68615,-11.9442,18.3404
-8.12149,-12.5667,18.8139
-8.57436,-13.1815,19.3797
-9.0418,-13.7772,20.0419
-9.51999,-14.3403,20.8027
-10.0041,-14.8553,21.6624
-10.4881,-15.3053,22.6182
-10.965,-15.6719,23.6638
-11.4266,-15.9366,24.7887
-11.8638,-16.0813,25.9779
-12.2667,-16.0898,27.2115
-12.6249,-15.9493,28.4651
-12.9281,-15.6516,29.7106
-13.1664,-15.1944,30.9169
-13.331,-14.5824,32.0522
-13.4146,-13.8275,33.0854
-13.4123,-12.9488,33.9888
-13.3216,-11.9713,34.7396
-13.1429,-10.9241,35.3214
-12.8794,-9.839,35.7256
-12.5372,-8.74764,35.9514
-12.1246,-7.67963,36.0048
-11.6519,-6.66077,35.8983
-11.1304,-5.71183,35.6487
-10.5722,-4.84799,35.2754
-9.98951,-4.07881,34.7993
-9.39382,-3.40864,34.241
-8.79585,-2.83743,33.6197
-8.20508,-2.36162,32.9525
-7.62963,-1.97512,32.2543
-7.07617,-1.67017,31.5373
-6.54995,-1.43815,30.8116
-6.0549,-1.27014,30.0847
-5.59371,-1.15747,29.3625
-5.16804,-1.09195,28.6494
-4.77861,-1.06617,27.9483
-4.42544,-1.07352,27.2612
-4.10795,-1.10833,26.5897
-3.82512,-1.16576,25.9344
-3.57559,-1.24185,25.2958
-3.35782,-1.33336,24.6741
-3.17013,-1.4378,24.0694
-3.01078,-1.55328,23.4816
-2.87806,-1.67845,22.9105
-2.77032,-1.81245,22.3562
-2.68599,-1.95481,21.8186
-2.62363,-2.10543,21.2976
-2.58194,-2.26451,20.7932
-2.55979,-2.43248,20.3056
-2.55618,-2.61004,19.8349
-2.57032,-2.79803,19.3813
-2.60154,-2.9975,18.9452
-2.64938,-3.20963,18.527
-2.71351,-3.43572,18.1273
-2.79379,-3.6772,17.7469
-2.89022,-3.9356,17.3866
-3.00294,-4.21254,17.0475
-3.13226,-4.50972,16.7309
-3.2786,-4.82889,16.4383
-3.44253,-5.17187,16.1715
-3.62471,-5.54046,15.9327
-3.82595,-5.93646,15.7243
-4.04712,-6.36162,15.5493
-4.28918,-6.81753,15.4111
-4.55314,-7.30561,15.3136
-4.84002,-7.82698,15.2613
-5.15086,-8.38234,15.2592
-5.48662,-8.97179,15.313
-5.84815,-9.59472,15.4292
-6.23612,-10.2495,15.6148
-6.6509,-10.9333,15.8774
-7.09251,-11.6416,16.2251
-7.56045,-12.3683,16.6662
-8.05357,-13.1048,17.2091
-8.56989,-13.8401,17.8617
-9.10645,-14.5606,18.6307
-9.65912,-15.2493,19.5213
-10.2224,-15.8865,20.5357
-10.7893,-16.4497,21.6728
-11.3514,-16.9143,22.9265
-11.8983,-17.2546,24.2851
-12.4185,-17.445,25.73
-12.8991,-17.4623,27.236
-13.3265,-17.2875,28.7705
-13.6867,-16.9084,30.2956
-13.9665,-16.3214,31.7686
-14.1541,-15.5333,33.1457
-14.2397,-14.5618,34.3845
-14.2169,-13.4348,35.4476
-14.083,-12.1888,36.3058
-13.8392,-10.8664,36.94
-13.4909,-9.51201,37.3427
-13.047,-8.16923,37.518
-12.5198,-6.877,37.4796
-11.9235,-5.66746,37.2493
-11.2739,-4.56451,36.854
-10.587,-3.58351,36.3228
-9.87827,-2.73178,35.6851
-9.16225,-2.00971,34.968
-8.45174,-1.41232,34.1958
-7.75768,-0.930695,33.3891
-7.08898,-0.55351,32.5644
-6.45257,-0.268205,31.7345
-5.85349,-0.0619596,30.9092
-5.29512,0.0776172,30.0952
-4.77936,0.162024,29.2971
-4.30689,0.201601,28.5179
-3.87742,0.205404,27.7592
-3.48986,0.181188,27.0216
-3.14258,0.13546,26.3053
-2.83352,0.0735674,25.61
-2.56036,-0.000178584,24.9351
-2.32065,-0.0823835,24.2799
-2.11187,-0.170444,23.6437
-1.93155,-0.26243,23.0259
-1.77727,-0.356981,22.4256
-1.64675,-0.453208,21.8423
-1.53788,-0.550612,21.2754
-1.44868,-0.649014,20.7244
-1.37738,-0.748497,20.1888
-1.3224,-0.849354,19.6681
-1.28234,-0.952052,19.1622
-1.25597,-1.0572,18.6705
-1.24227,-1.16552,18.1929
-1.24036,-1.27784,17.7291
-1.24956,-1.39507,17.279
-1.26931,-1.51821,16.8424
-1.29923,-1.64833,16.4192
-1.33907,-1.78656,16.0095
-1.38872,-1.93414,15.6133
-1.44818,-2.09236,15.2306
-1.51762,-2.26262,14.8616
-1.59729,-2.4464,14.5067
-1.68759,-2.64529,14.1662
-1.78902,-2.861,13.8407
-1.90221,-3.09533,13.5307
-2.02791,-3.35023,13.2371
-2.16699,-3.62779,12.961
-2.32043,-3.93023,12.7036
-2.48934,-4.25988,12.4664
-2.67497,-4.61925,12.2515
-2.87867,-5.01092,12.061
-3.10193,-5.4376,11.8977
-3.34636,-5.90206,11.765
-3.61366,-6.40704,11.6667
-3.90565,-6.95525,11.6075
-4.22422,-7.5492,11.5929
-4.57129,-8.19107,11.6293
-4.94881,-8.88253,11.7242
-5.35864,-9.62448,11.8862
-5.80252,-10.4167,12.1253
-6.28192,-11.2576,12.4523
-6.79793,-12.1433,12.8798
-7.35106,-13.0678,13.421
-7.94104,-14.0217,14.09
-8.56654,-14.9914,14.9012
-9.22486,-15.9592,15.8682
-9.91163,-16.9019,17.0029
-10.6204,-17.7906,18.314
-11.3423,-18.5911,19.8051
-12.0658,-19.264,21.4723
-12.7767,-19.7664,23.3023
-13.4576,-20.0546,25.2701
-14.0892,-20.0872,27.3374
-14.6499,-19.8297,29.453
-15.1178,-19.2598,31.5539
-15.4715,-18.3711,33.5688
-15.6919,-17.1772,35.4236
-15.7644,-15.7126,37.0485
-15.6796,-14.0308,38.3847
-15.435,-12.2,39.3908
-15.0353,-10.2964,40.047
-14.4921,-8.39621,40.3555
-13.8228,-6.56859,40.3388
-13.0491,-4.87002,40.0348
-12.1953,-3.34106,39.4916
-11.2866,-2.00564,38.7609
-10.347,-0.872506,37.8933
-9.3986,0.0621267,36.9346
-8.46065,0.81121,35.9234
-7.54891,1.3936,34.8903
-6.67569,1.83119,33.8586
-5.85001,2.14671,32.8445
-5.07789,2.36214,31.8585
-4.36276,2.49772,30.9069
-3.70591,2.57142,29.9927
-3.10691,2.59875,29.1166
-2.56401,2.5928,28.2779
-2.07451,2.5644,27.4749
-1.63502,2.52235,26.7055
-1.24172,2.47371,25.9674
-0.890561,2.42403,25.2584
-0.57742,2.37766,24.5764
-0.298194,2.3379,23.9196
-0.0488987,2.30729,23.2862
0.17428,2.28769,22.675
0.374945,2.28049,22.0845
0.556473,2.28673,21.5139
0.722002,2.30716,20.9623
0.874434,2.34239,20.429
1.01645,2.39287,19.9136
1.15051,2.45906,19.4155
1.27888,2.54137,18.9346
1.40367,2.64027,18.4706
1.52683,2.75627,18.0236
1.65015,2.89001,17.5936
1.77535,3.04218,17.1807
1.90404,3.21362,16.7854
2.03777,3.40531,16.4081
2.17804,3.61834,16.0494
2.32632,3.85396,15.71
2.48405,4.11355,15.3912
2.6527,4.39864,15.094
2.83373,4.71086,14.8201
3.02863,5.05199,14.5713
3.23891,5.42386,14.3498
3.46614,5.82839,14.1583
3.7119,6.26748,13.9998
3.9778,6.74299,13.8782
4.26548,7.25663,13.7977
4.57657,7.80988,13.7632
4.91267,8.40383,13.7805
5.27529,9.03898,13.8563
5.66584,9.71505,13.9978
6.08548,10.4307,14.2135
6.53511,11.1832,14.5125
7.01517,11.968,14.9046
7.52553,12.7785,15.4002
8.06533,13.6053,16.01
8.63273,14.4357,16.7443
9.22471,15.2539,17.6122
9.83683,16.0398,18.6212
10.463,16.7696,19.7755
11.0952,17.4157,21.0748
11.7234,17.9474,22.5129
12.3356,18.3324,24.0763
12.9178,18.5383,25.7427
13.4543,18.5357,27.4808
13.9284,18.3007,29.2498
14.3231,17.8184,31.0015
14.6223,17.0857,32.6823
14.8115,16.1134,34.2369
14.8795,14.9267,35.6131
14.8193,13.5641,36.7663
14.6286,12.0749,37.6637
14.3104,10.5143,38.2868
13.8729,8.93905,38.6326
13.3285,7.4021,38.7127
12.6934,5.94888,38.5506
11.986,4.61448,38.1786
11.2257,3.42256,37.6333
10.4317,2.38567,36.9523
9.62225,1.50656,36.1716
8.81363,0.780188,35.3229
8.01981,0.195835,34.4333
7.25222,-0.260771,33.5242
6.51976,-0.605721,32.6122
5.8289,-0.855535,31.7092
5.18397,-1.02618,30.8235
4.5874,-1.13243,29.9602
4.04007,-1.18751,29.1224
3.54158,-1.20293,28.3113
3.09058,-1.18849,27.5272
2.68497,-1.15241,26.7695
2.32217,-1.10138,26.0372
1.99925,-1.04083,25.3293
1.7131,-0.975031,24.6443
1.46057,-0.907317,23.9811
1.23849,-0.84021,23.3384
1.04383,-0.775572,22.7152
0.873668,-0.714737,22.1104
0.725267,-0.658609,21.5232
0.596078,-0.607761,20.9527
0.483752,-0.562509,20.3983
0.386145,-0.522979,19.8592
0.301312,-0.489156,19.3349
0.227498,-0.46093,18.8249
0.163131,-0.438127,18.3286
0.106806,-0.420541,17.8458
0.0572698,-0.407952,17.3758
0.0134131,-0.400143,16.9185
-0.02575,-0.396914,16.4733
-0.0610932,-0.398088,16.04
-0.093392,-0.403525,15.6182
-0.123336,-0.413117,15.2077
-0.151542,-0.426804,14.8081
-0.178564,-0.444566,14.4191
-0.204902,-0.466431,14.0405
-0.231016,-0.492478,13.6721
-0.257331,-0.522833,13.3136
-0.284246,-0.557676,12.9647
-0.312141,-0.597241,12.6252
-0.341387,-0.64182,12.295
-0.372349,-0.691762,11.9738
-0.405393,-0.74748,11.6615
-0.440893,-0.809454,11.3579
-0.479237,-0.878235,11.0628
-0.520832,-0.954451,10.7762
-0.566109,-1.03881,10.498
-0.615532,-1.13212,10.2281
-0.6696,-1.23527,9.96644
-0.728855,-1.34927,9.71309
-0.793889,-1.47525,9.4681
-0.865353,-1.61445,9.2316
-0.943958,-1.76828,9.00377
-1.03049,-1.93826,8.78489
-1.12582,-2.12613,8.57533
-1.23089,-2.33378,8.3756
-1.34676,-2.5633,8.18633
-1.4746,-2.817,8.00834
-1.61569,-3.09744,7.84268
-1.77145,-3.40739,7.69064
-1.94342,-3.74989,7.55383
-2.13334,-4.12824,7.43426
-2.34306,-4.54603,7.33439
-2.57464,-5.00705,7.25724
-2.83031,-5.51537,7.20652
-3.11249,-6.07522,7.18675
-3.42375,-6.69094,7.20342
-3.76687,-7.36688,7.26316
-4.14474,-8.10721,7.37396
-4.56038,-8.91569,7.5454
-5.01682,-9.79535,7.78883
-5.51706,-10.7481,8.11765
-6.06391,-11.7739,8.54742
-6.65979,-12.8704,9.09605
-7.30651,-14.0318,9.78366
-8.00493,-15.2473,10.6324
-8.75455,-16.5007,11.6656
-9.55301,-17.768,12.9071
-10.3955,-19.0165,14.3789
-11.274,-20.2037,16.0989
-12.1768,-21.2765,18.0776
-13.0878,-22.1723,20.3135
-13.9859,-22.8208,22.7887
-14.8453,-23.1494,25.4647
-15.636,-23.0893,28.2788
-16.3246,-22.5852,31.1441
-16.8768,-21.6053,33.9529
-17.26,-20.1502,36.5846
-17.4467,-18.2584,38.9186
-17.4175,-16.0066,40.8483
-17.1636,-13.5027,42.2958
-16.6885,-10.873,43.2214
-16.0075,-8.24672,43.6272
-15.1464,-5.7404,43.5538
-14.1384,-3.44612,43.0699
-13.0208,-1.42548,42.261
-11.8319,0.290786,41.2166
-10.6077,1.69881,40.0201
-9.38041,2.81511,38.7431
-8.17659,3.66947,37.4419
-7.01722,4.29861,36.1574
-5.91764,4.74118,34.9173
-4.88809,5.03439,33.7379
-3.93446,5.21198,32.6273
-3.05906,5.30326,31.5876
-2.26145,5.33287,30.6172
-1.53907,5.32102,29.712
-0.887892,5.28395,28.867
-0.302901,5.2345,28.0768
0.221529,5.18263,27.3361
0.691317,5.136,26.6403
1.11245,5.10037,25.985
1.49083,5.08004,25.3668
1.83215,5.07817,24.7828
2.14178,5.097,24.2305
2.42482,5.13814,23.7083
2.68596,5.20267,23.2149
2.92955,5.29133,22.7494
3.15958,5.4046,22.3115
3.37971,5.54278,21.901
3.59325,5.70605,21.5183
3.80323,5.89449,21.1637
4.01237,6.10816,20.8382
4.22317,6.34703,20.5429
4.43785,6.61104,20.2792
4.65844,6.90002,20.0487
4.88673,7.21374,19.8535
5.12434,7.55178,19.6957
5.37266,7.91354,19.5779
5.63288,8.29815,19.5029
5.906,8.70437,19.4737
6.19277,9.13055,19.4936
6.49368,9.57449,19.5661
6.80895,10.0333,19.6947
7.13846,10.5035,19.8832
7.48172,10.9804,20.135
7.83782,11.4588,20.4534
8.20536,11.9319,20.8412
8.58238,12.3922,21.3005
8.96636,12.8309,21.8325
9.35411,13.2381,22.4367
9.74176,13.6032,23.1115
10.1248,13.9146,23.8528
10.4979,14.1608,24.6545
10.8553,14.3301,25.5077
11.1907,14.4119,26.401
11.4973,14.397,27.3201
11.7683,14.2784,28.2485
11.9971,14.0521,29.1677
12.1773,13.7177,30.0579
12.3035,13.2784,30.8988
12.371,12.742,31.6711
12.3769,12.1197,32.3568
12.3194,11.4266,32.941
12.1986,10.68,33.4121
12.0165,9.8991,33.7629
11.7766,9.10352,33.9902
11.4838,8.31228,34.0953
11.1446,7.54279,34.0832
10.766,6.81011,33.9619
10.3561,6.12642,33.742
9.92281,5.50079,33.4354
9.47431,4.93921,33.0547
9.01828,4.44481,32.6125
8.56189,4.01822,32.1209
8.11156,3.65803,31.591
7.67291,3.36128,31.0326
7.25067,3.12393,30.4544
6.84871,2.94123,29.8636
6.47005,2.80813,29.2664
6.11695,2.71952,28.6676
5.79098,2.67047,28.0713
5.49308,2.65638,27.4807
5.22371,2.67308,26.8983
4.9829,2.71688,26.326
4.77036,2.7846,25.7654
4.58554,2.87357,25.2179
4.4277,2.98163,24.6843
4.29603,3.10706,24.1657
4.18961,3.24858,23.6627
4.10752,3.40528,23.1761
4.04887,3.57663,22.7066
4.0128,3.76236,22.255
3.99853,3.9625,21.8219
4.00537,4.17729,21.4083
4.03273,4.40717,21.0151
4.08012,4.65273,20.6433
4.14715,4.91469,20.2942
4.23355,5.19386,19.9691
4.33917,5.49109,19.6695
4.46393,5.80728,19.3972
4.60786,6.14327,19.1542
4.77106,6.49987,18.9426
4.95369,6.87774,18.765
5.15594,7.27739,18.6242
5.37805,7.69905,18.5232
5.62021,8.14264,18.4656
5.88258,8.60765,18.455
6.16522,9.09303,18.4954
6.46808,9.59706,18.5912
6.79089,10.1172,18.7469
7.13313,10.6501,18.967
7.49395,11.1912,19.2562
7.87209,11.7347,19.6187
8.26579,12.2735,20.0586
8.67273,12.7989,20.5788
9.08992,13.3011,21.1815
9.5136,13.7685,21.8671
9.93923,14.1882,22.6341
10.3615,14.5466,23.4786
10.7741,14.8295,24.3936
11.1701,15.0225,25.3691
11.5419,15.1126,26.3916
11.8815,15.0881,27.4439
12.1805,14.9406,28.5061
12.4309,14.6651,29.5554
12.6249,14.2614,30.5676
12.7561,13.7341,31.5179
12.819,13.0934,32.3829
12.8101,12.3543,33.1412
12.7277,11.5362,33.7755
12.5723,10.6613,34.2731
12.3467,9.75373,34.6269
12.0556,8.83774,34.8353
11.7056,7.9362,34.9019
11.3046,7.06946,34.8352
10.8617,6.25443,34.6468
10.3864,5.5041,34.3511
9.88845,4.82736,33.9634
9.37726,4.22925,33.4996
8.86168,3.71137,32.9748
8.34971,3.27249,32.4032
7.8484,2.90917,31.797
7.36367,2.61643,31.1673
6.90039,2.38829,30.5228
6.46235,2.2183,29.8712
6.05236,2.09992,29.2182
5.67237,2.0268,28.5684
5.32352,1.99301,27.9255
5.00634,1.99318,27.292
4.72081,2.02256,26.67
4.46648,2.07704,26.061
4.24262,2.15318,25.466
4.04824,2.24815,24.8857
3.88221,2.35971,24.3209
3.74333,2.48613,23.772
3.63036,2.62618,23.2393
3.5421,2.77906,22.7234
3.47738,2.94432,22.2244
3.43515,3.12187,21.743
3.41443,3.31186,21.2795
3.41438,3.51474,20.8344
3.43428,3.73113,20.4085
3.47358,3.96184,20.0025
3.53182,4.20783,19.6173
3.6087,4.47019,19.2539
3.70408,4.75008,18.9135
3.81791,5.04875,18.5975
3.9503,5.36749,18.3077
4.10144,5.70758,18.0459
4.27164,6.07027,17.8142
4.46131,6.45675,17.6153
4.6709,6.86804,17.4519
4.90091,7.30501,17.3273
5.15189,7.7682,17.2451
5.42434,8.25779,17.2094
5.71872,8.77348,17.2247
6.03539,9.31431,17.2959
6.37454,9.87853,17.4284
6.73613,10.4634,17.6277
7.11982,11.0651,17.8999
7.52487,11.6784,18.2507
7.95001,12.2962,18.6859
8.39337,12.9102,19.2108
8.85236,13.5096,19.8298
9.32352,14.082,20.5458
9.80242,14.6128,21.3598
10.2836,15.0858,22.2704
10.7605,15.4835,23.2726
11.2255,15.7874,24.3578
11.6698,15.9796,25.5128
12.0841,16.0431,26.72
12.4582,15.9639,27.9569
12.7818,15.732,29.1971
13.045,15.3427,30.4111
13.2385,14.7979,31.5676
13.3546,14.1064,32.6354
13.3873,13.2841,33.5856
13.3332,12.3535,34.3936
13.1916,11.3419,35.0404
12.9644,10.2797,35.5145
12.6567,9.19832,35.8116
12.2756,8.12803,35.9352
11.8306,7.09597,35.8948
11.3325,6.12482,35.7054
10.793,5.23191,35.3852
10.2242,4.42901,34.9544
9.63781,3.72258,34.4334
9.04471,3.11437,33.8418
8.45484,2.60231,33.1975
7.87684,2.1814,32.5161
7.31792,1.84465,31.8109
6.78389,1.58389,31.0927
6.27919,1.39043,30.3701
5.80701,1.25559,29.6495
5.36943,1.17108,28.936
4.96757,1.12923,28.233
4.60175,1.1232,27.5431
4.27166,1.14697,26.8678
3.97647,1.19542,26.2084
3.715,1.26425,25.5653
3.48581,1.34999,24.9389
3.28729,1.44985,24.3293
3.11775,1.56171,23.7366
2.97552,1.68403,23.1608
2.85892,1.81575,22.6016
2.76637,1.95625,22.0591
2.69642,2.10529,21.5333
2.64773,2.26295,21.0242
2.6191,2.42959,20.5319
2.60951,2.60578,20.0565
2.61809,2.79234,19.5983
2.64415,2.99021,19.1576
2.68716,3.20054,18.7349
2.74673,3.42458,18.3307
2.82268,3.66371,17.9456
2.91495,3.91942,17.5807
3.02364,4.1933,17.2369
3.14899,4.487,16.9154
3.29139,4.80224,16.6179
3.45135,5.14081,16.3459
3.62951,5.50447,16.1017
3.82661,5.895,15.8876
4.04348,6.31411,15.7065
4.28105,6.76339,15.5617
4.54028,7.24425,15.457
4.82218,7.7578,15.3967
5.12773,8.30475,15.3858
5.45788,8.88529,15.4298
5.81347,9.49886,15.5349
6.19514,10.1439,15.7081
6.60331,10.8179,15.9566
7.03799,11.5164,16.2884
7.49875,12.2337,16.7117
7.98451,12.9617,17.2346
8.49341,13.6897,17.8648
9.02265,14.4046,18.6093
9.56829,15.0903,19.4731
10.1251,15.7278,20.4589
10.6863,16.2952,21.5659
11.2438,16.7688,22.7888
11.7878,17.1232,24.1167
12.307,17.3336,25.5326
12.7888,17.3767,27.0123
13.22,17.2332,28.5251
13.5869,16.8901,30.0343
13.8764,16.3425,31.4988
14.0765,15.5957,32.8755
14.1774,14.665,34.1225
14.1723,13.5766,35.2024
14.0578,12.3648,36.0847
13.8345,11.0705,36.7493
13.5071,9.73722,37.1867
13.0839,8.40792,37.3988
12.5762,7.12173,37.3977
11.9979,5.91145,37.2033
11.3642,4.80204,36.8412
10.6907,3.81013,36.3395
9.99306,2.94436,35.7271
9.28558,2.20641,35.0312
8.58125,1.59237,34.2761
7.8912,1.09422,33.4828
7.22458,0.701305,32.6681
6.58862,0.401525,31.8457
5.98865,0.182349,31.0255
5.42832,0.0315293,30.2149
4.90979,-0.062395,29.4188
4.434,-0.109803,28.6406
4.00085,-0.11984,27.882
3.60945,-0.100379,27.1441
3.25831,-0.0580595,26.4271
2.94548,0.00163658,25.7308
2.66876,0.0742703,25.0547
2.42577,0.156328,24.3983
2.21406,0.245103,23.7608
2.03118,0.338573,23.1416
1.87476,0.435302,22.5401
1.74256,0.534342,21.9556
1.63244,0.635146,21.3876
1.54248,0.737504,20.8355
1.47089,0.841476,20.299
1.4161,0.947348,19.7776
1.37671,1.05559,19.2709
1.3515,1.16681,18.7787
1.33945,1.28177,18.3008
1.33971,1.40131,17.837
1.35157,1.52638,17.387
1.37452,1.65802,16.9509
1.40817,1.79735,16.5286
1.4523,1.94557,16.12
1.50682,2.10395,15.7254
1.57177,2.27387,15.3448
1.64732,2.45679,14.9786
1.73378,2.65428,14.627
1.83158,2.868,14.2907
1.94127,3.09973,13.9702
2.06352,3.35137,13.6663
2.19913,3.62496,13.38
2.34901,3.92264,13.1126
2.51422,4.2467,12.8655
2.69592,4.59956,12.6406
2.8954,4.98372,12.4401
3.11407,5.40181,12.2667
3.35347,5.85647,12.1235
3.61524,6.35039,12.0143
3.9011,6.88615,11.9435
4.21286,7.46619,11.9164
4.55238,8.09262,11.9393
4.92152,8.76707,12.0191
5.32208,9.49044,12.1641
5.75572,10.2626,12.3838
6.22388,11.0821,12.6887
6.72763,11.9454,13.0906
7.26751,12.8469,13.6023
7.84329,13.7777,14.2371
8.45379,14.7254,15.0087
9.09655,15.6733,15.9305
9.76749,16.5997,17.0141
10.4606,17.4775,18.2681
11.1677,18.2745,19.6967
11.878,18.9535,21.2971
12.5779,19.4738,23.0579
13.2513,19.7933,24.9567
13.8797,19.8718,26.9589
14.4427,19.6748,29.0173
14.919,19.1787,31.0732
15.2879,18.3742,33.0592
15.5305,17.2707,34.9044
15.6316,15.8972,36.5403
15.5812,14.3015,37.908
15.3755,12.5465,38.9638
15.0176,10.7039,39.6837
14.5171,8.84735,40.0648
13.8897,7.04534,40.1243
13.1556,5.3553,39.8952
12.3377,3.82017,39.4214
11.4601,2.46708,38.752
10.5467,1.30821,37.9361
9.61938,0.343076,37.0189
8.69742,-0.438436,36.0396
7.79706,-1.05295,35.0298
6.93116,-1.52074,34.014
6.10937,-1.86348,33.0098
5.33835,-2.10256,32.029
4.62215,-2.25795,31.0789
3.96262,-2.34764,30.1635
3.35986,-2.38729,29.2843
2.81256,-2.39026,28.441
2.31838,-2.36765,27.6325
1.87423,-2.32859,26.8568
1.47657,-2.28041,26.1121
1.12153,-2.22895,25.3962
0.805141,-2.17876,24.707
0.523432,-2.13336,24.0428
0.272508,-2.09543,23.4019
0.0486278,-2.06697,22.7828
-0.151758,-2.04944,22.1844
-0.33198,-2.04393,21.6055
-0.495143,-2.05124,21.0454
-0.644118,-2.07195,20.5032
-0.781555,-2.10652,19.9784
-0.909888,-2.15533,19.4705
-1.03136,-2.21875,18.9791
-1.14803,-2.29716,18.504
-1.2618,-2.391,18.0449
-1.37443,-2.50075,17.6019
-1.48759,-2.62703,17.1749
-1.60283,-2.77053,16.7641
-1.72162,-2.9321,16.3698
-1.84539,-3.11269,15.9922
-1.97553,-3.31342,15.6319
-2.11342,-3.53554,15.2897
-2.26041,-3.78045,14.9662
-2.41789,-4.04971,14.6628
-2.58725,-4.34501,14.3805
-2.76993,-4.66818,14.1212
-2.9674,-5.02118,13.8867
-3.1812,-5.40604,13.6794
-3.4129,-5.82489,13.5021
-3.66415,-6.27985,13.3581
-3.93661,-6.77297,13.2513
-4.23199,-7.30619,13.1863
-4.55202,-7.88118,13.1684
-4.89838,-8.49918,13.2037
-5.2727,-9.16084,13.2993
-5.67648,-9.86597,13.4633
-6.11098,-10.6132,13.7045
-6.57717,-11.3996,14.0329
-7.07555,-12.2205,14.4593
-7.606,-13.0685,14.995
-8.16759,-13.9335,15.6514
-8.75833,-14.8018,16.4399
-9.37495,-15.6559,17.3705
-10.0126,-16.4737,18.4511
-10.6646,-17.2291,19.686
-11.3222,-17.8917,21.0747
-11.9745,-18.4278,22.6098
-12.6081,-18.8021,24.2754
-13.2078,-18.9797,26.0461
-13.7566,-18.9291,27.8862
-14.2362,-18.6258,29.75
-14.6285,-18.0558,31.5836
-14.9162,-17.2186,33.328
-15.0845,-16.1297,34.9233
-15.1222,-14.8203,36.3144
-15.0229,-13.3359,37.4558
-14.7855,-11.7325,38.3158
-14.4148,-10.0716,38.8796
-13.9211,-8.41435,39.1493
-13.3191,-6.81627,39.1425
-12.6271,-5.32325,38.8889
-11.8653,-3.96902,38.4262
-11.0548,-2.7746,37.7953
-10.2159,-1.74905,37.0371
-9.36734,-0.891431,36.1891
-8.52576,-0.193125,35.2839
-7.70497,0.359689,34.3481
